Item Name,Description,Price,Type,Cuisine,Restaurant Name,Location,Rating,Veg/Non-Veg,Discount
Fajitas,Grilled meat and vegetables served on tortillas.,103,Main Course,Mexican,Restaurant E,Hyderabad,3.6,Non-Veg,5% off
Masala Dosa,South Indian rice pancake with masala.,470,Snack,Indian,Restaurant I,Delhi,3.6,Non-Veg,16% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,231,Beverage,American,Restaurant B,Hyderabad,3.4,Non-Veg,24% off
Guacamole,Mashed avocado dip with lime and salt.,262,Snack,Mexican,Restaurant E,Mumbai,3.3,Non-Veg,28% off
Fish Curry,Fish cooked in coconut milk.,458,Main Course,Indian,Restaurant C,Hyderabad,3.6,Non-Veg,18% off
Tacos,Corn tortilla filled with meat and veggies.,203,Snack,Mexican,Restaurant E,Bangalore,3.9,Non-Veg,13% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,320,Beverage,American,Restaurant D,Hyderabad,3.3,Non-Veg,6% off
Chicken Biryani,Spicy and flavorful.,417,Main Course,Indian,Restaurant B,Bangalore,3.4,Non-Veg,5% off
Dal Tadka,Yellow lentils tempered with spices.,356,Main Course,Indian,Restaurant C,Chennai,3.8,Non-Veg,21% off
Veg Biryani,Made with aromatic basmati rice.,327,Main Course,Indian,Restaurant J,Hyderabad,3.6,Veg,17% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",435,Main Course,Mexican,Restaurant J,Hyderabad,3.3,Non-Veg,8% off
Butter Naan,Soft bread with butter.,472,Main Course,Indian,Restaurant A,Mumbai,3.3,Non-Veg,12% off
Milkshake,Thick and creamy milk-based drink.,345,Beverage,American,Restaurant D,Bangalore,3.8,Non-Veg,15% off
Paneer Tikka,Grilled paneer with Indian spices.,408,Snack,Indian,Restaurant A,Bangalore,3.4,Veg,29% off
Pancakes,Fluffy breakfast pancakes with syrup.,233,Dessert,American,Restaurant J,Mumbai,4.8,Non-Veg,13% off
Hot Dog,Sausage served in a sliced bun.,403,Snack,American,Restaurant B,Bangalore,3.4,Non-Veg,12% off
Chicken Biryani,Spicy and flavorful.,497,Main Course,Indian,Restaurant G,Chennai,3.3,Non-Veg,12% off
Butter Naan,Soft bread with butter.,148,Main Course,Indian,Restaurant H,Chennai,3.3,Non-Veg,6% off
Margarita,Refreshing lime and tequila cocktail.,323,Beverage,Mexican,Restaurant C,Bangalore,3.6,Non-Veg,17% off
Lassi,Sweet yogurt-based drink.,210,Beverage,Indian,Restaurant D,Mumbai,3.9,Non-Veg,30% off
Quesadilla,Grilled tortilla with melted cheese filling.,478,Snack,Mexican,Restaurant A,Bangalore,4.8,Non-Veg,7% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,271,Beverage,American,Restaurant C,Chennai,3.8,Non-Veg,18% off
Margarita,Refreshing lime and tequila cocktail.,374,Beverage,Mexican,Restaurant D,Chennai,3.9,Non-Veg,9% off
Lassi,Sweet yogurt-based drink.,157,Beverage,Indian,Restaurant I,Hyderabad,3.8,Non-Veg,7% off
Chicken Biryani,Spicy and flavorful.,370,Main Course,Indian,Restaurant F,Delhi,3.9,Non-Veg,10% off
Butter Naan,Soft bread with butter.,396,Main Course,Indian,Restaurant I,Delhi,3.3,Non-Veg,18% off
Quesadilla,Grilled tortilla with melted cheese filling.,194,Snack,Mexican,Restaurant H,Chennai,3.3,Non-Veg,16% off
Dal Tadka,Yellow lentils tempered with spices.,422,Main Course,Indian,Restaurant G,Mumbai,4.8,Non-Veg,6% off
Fish Curry,Fish cooked in coconut milk.,361,Main Course,Indian,Restaurant C,Mumbai,3.3,Non-Veg,22% off
Chicken Burger,Crispy chicken patty in a bun.,254,Snack,American,Restaurant E,Hyderabad,3.9,Non-Veg,22% off
Fajitas,Grilled meat and vegetables served on tortillas.,127,Main Course,Mexican,Restaurant F,Mumbai,3.7,Non-Veg,15% off
Quesadilla,Grilled tortilla with melted cheese filling.,388,Snack,Mexican,Restaurant A,Delhi,3.9,Non-Veg,10% off
Churros,Fried dough pastry dusted with sugar.,255,Dessert,Mexican,Restaurant H,Delhi,3.6,Non-Veg,15% off
Butter Naan,Soft bread with butter.,352,Main Course,Indian,Restaurant E,Chennai,3.3,Non-Veg,20% off
Cheeseburger,Juicy beef patty with melted cheese.,413,Main Course,American,Restaurant I,Bangalore,3.6,Non-Veg,16% off
Mexican Rice,Rice cooked with tomatoes and spices.,180,Main Course,Mexican,Restaurant J,Chennai,3.7,Non-Veg,17% off
Lassi,Sweet yogurt-based drink.,338,Beverage,Indian,Restaurant A,Delhi,3.6,Non-Veg,18% off
Dal Tadka,Yellow lentils tempered with spices.,343,Main Course,Indian,Restaurant C,Bangalore,3.7,Non-Veg,25% off
Enchiladas,Corn tortillas rolled with filling and sauce.,263,Main Course,Mexican,Restaurant I,Delhi,3.7,Non-Veg,15% off
Fajitas,Grilled meat and vegetables served on tortillas.,323,Main Course,Mexican,Restaurant B,Delhi,3.6,Non-Veg,21% off
Veg Biryani,Made with aromatic basmati rice.,164,Main Course,Indian,Restaurant H,Bangalore,3.8,Veg,27% off
French Fries,"Golden, crispy fried potatoes.",336,Snack,American,Restaurant G,Hyderabad,3.4,Non-Veg,6% off
Chicken Burger,Crispy chicken patty in a bun.,273,Snack,American,Restaurant G,Hyderabad,3.6,Non-Veg,29% off
Churros,Fried dough pastry dusted with sugar.,416,Dessert,Mexican,Restaurant A,Hyderabad,3.3,Non-Veg,5% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",368,Main Course,Mexican,Restaurant D,Chennai,3.3,Non-Veg,23% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",463,Main Course,Mexican,Restaurant C,Bangalore,3.8,Non-Veg,17% off
Chocolate Shake,Rich and creamy chocolate drink.,191,Beverage,American,Restaurant H,Bangalore,3.7,Non-Veg,17% off
Tacos,Corn tortilla filled with meat and veggies.,478,Snack,Mexican,Restaurant I,Delhi,3.3,Non-Veg,6% off
Chicken Biryani,Spicy and flavorful.,444,Main Course,Indian,Restaurant G,Delhi,3.9,Non-Veg,18% off
Cheeseburger,Juicy beef patty with melted cheese.,269,Main Course,American,Restaurant C,Delhi,3.6,Non-Veg,13% off
Margarita,Refreshing lime and tequila cocktail.,192,Beverage,Mexican,Restaurant G,Hyderabad,3.6,Non-Veg,14% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,206,Snack,Indian,Restaurant F,Bangalore,3.6,Non-Veg,15% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",327,Main Course,Mexican,Restaurant G,Bangalore,4.8,Non-Veg,6% off
Nachos,Tortilla chips topped with melted cheese and salsa.,426,Snack,Mexican,Restaurant H,Hyderabad,3.4,Non-Veg,24% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,352,Snack,Indian,Restaurant E,Chennai,3.9,Non-Veg,10% off
Milkshake,Thick and creamy milk-based drink.,453,Beverage,American,Restaurant G,Delhi,3.6,Non-Veg,13% off
Margarita,Refreshing lime and tequila cocktail.,143,Beverage,Mexican,Restaurant E,Hyderabad,3.9,Non-Veg,17% off
Mexican Rice,Rice cooked with tomatoes and spices.,252,Main Course,Mexican,Restaurant A,Hyderabad,3.4,Non-Veg,9% off
Veg Biryani,Made with aromatic basmati rice.,159,Main Course,Indian,Restaurant J,Mumbai,3.8,Veg,24% off
Fish Curry,Fish cooked in coconut milk.,170,Main Course,Indian,Restaurant B,Chennai,4.8,Non-Veg,10% off
Fish Curry,Fish cooked in coconut milk.,315,Main Course,Indian,Restaurant F,Mumbai,4.8,Non-Veg,15% off
Fish Curry,Fish cooked in coconut milk.,498,Main Course,Indian,Restaurant B,Hyderabad,3.7,Non-Veg,23% off
Churros,Fried dough pastry dusted with sugar.,491,Dessert,Mexican,Restaurant E,Mumbai,3.3,Non-Veg,24% off
Churros,Fried dough pastry dusted with sugar.,477,Dessert,Mexican,Restaurant H,Hyderabad,3.6,Non-Veg,19% off
Chicken Biryani,Spicy and flavorful.,147,Main Course,Indian,Restaurant I,Mumbai,3.7,Non-Veg,10% off
Milkshake,Thick and creamy milk-based drink.,230,Beverage,American,Restaurant D,Mumbai,3.9,Non-Veg,16% off
Samosa,Crispy fried pastry filled with spiced potatoes.,279,Snack,Indian,Restaurant C,Chennai,3.4,Non-Veg,28% off
French Fries,"Golden, crispy fried potatoes.",259,Snack,American,Restaurant F,Bangalore,4.8,Non-Veg,5% off
Tacos,Corn tortilla filled with meat and veggies.,437,Snack,Mexican,Restaurant F,Hyderabad,3.9,Non-Veg,22% off
Paneer Tikka,Grilled paneer with Indian spices.,271,Snack,Indian,Restaurant D,Mumbai,3.4,Veg,18% off
Enchiladas,Corn tortillas rolled with filling and sauce.,133,Main Course,Mexican,Restaurant H,Delhi,3.8,Non-Veg,5% off
Cheeseburger,Juicy beef patty with melted cheese.,228,Main Course,American,Restaurant I,Bangalore,3.3,Non-Veg,17% off
Dal Tadka,Yellow lentils tempered with spices.,258,Main Course,Indian,Restaurant A,Hyderabad,3.8,Non-Veg,28% off
Enchiladas,Corn tortillas rolled with filling and sauce.,247,Main Course,Mexican,Restaurant F,Hyderabad,4.8,Non-Veg,6% off
Butter Naan,Soft bread with butter.,247,Main Course,Indian,Restaurant B,Delhi,3.4,Non-Veg,19% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,498,Snack,Indian,Restaurant H,Chennai,3.3,Non-Veg,20% off
Milkshake,Thick and creamy milk-based drink.,427,Beverage,American,Restaurant E,Delhi,3.3,Non-Veg,13% off
Mac and Cheese,Creamy macaroni and cheese dish.,441,Main Course,American,Restaurant C,Mumbai,3.6,Non-Veg,28% off
Mac and Cheese,Creamy macaroni and cheese dish.,139,Main Course,American,Restaurant J,Chennai,3.3,Non-Veg,29% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,186,Snack,Indian,Restaurant C,Bangalore,3.7,Non-Veg,30% off
Fish Curry,Fish cooked in coconut milk.,298,Main Course,Indian,Restaurant C,Delhi,3.7,Non-Veg,16% off
Enchiladas,Corn tortillas rolled with filling and sauce.,311,Main Course,Mexican,Restaurant F,Delhi,3.4,Non-Veg,25% off
Lassi,Sweet yogurt-based drink.,198,Beverage,Indian,Restaurant A,Hyderabad,4.8,Non-Veg,30% off
Dal Tadka,Yellow lentils tempered with spices.,221,Main Course,Indian,Restaurant H,Mumbai,4.8,Non-Veg,5% off
Lassi,Sweet yogurt-based drink.,276,Beverage,Indian,Restaurant B,Delhi,3.3,Non-Veg,27% off
Dal Tadka,Yellow lentils tempered with spices.,154,Main Course,Indian,Restaurant E,Chennai,3.6,Non-Veg,6% off
Butter Naan,Soft bread with butter.,338,Main Course,Indian,Restaurant B,Delhi,4.8,Non-Veg,27% off
Quesadilla,Grilled tortilla with melted cheese filling.,102,Snack,Mexican,Restaurant B,Mumbai,3.3,Non-Veg,18% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,482,Snack,Indian,Restaurant E,Bangalore,3.6,Non-Veg,12% off
Mexican Rice,Rice cooked with tomatoes and spices.,192,Main Course,Mexican,Restaurant C,Mumbai,3.8,Non-Veg,5% off
Quesadilla,Grilled tortilla with melted cheese filling.,214,Snack,Mexican,Restaurant H,Bangalore,3.9,Non-Veg,19% off
Tacos,Corn tortilla filled with meat and veggies.,195,Snack,Mexican,Restaurant A,Delhi,3.4,Non-Veg,25% off
Mac and Cheese,Creamy macaroni and cheese dish.,442,Main Course,American,Restaurant B,Mumbai,3.9,Non-Veg,20% off
Margarita,Refreshing lime and tequila cocktail.,350,Beverage,Mexican,Restaurant I,Chennai,3.7,Non-Veg,23% off
Samosa,Crispy fried pastry filled with spiced potatoes.,399,Snack,Indian,Restaurant F,Hyderabad,4.8,Non-Veg,7% off
Lassi,Sweet yogurt-based drink.,297,Beverage,Indian,Restaurant J,Chennai,3.9,Non-Veg,21% off
Fish Curry,Fish cooked in coconut milk.,315,Main Course,Indian,Restaurant A,Chennai,3.9,Non-Veg,16% off
Butter Naan,Soft bread with butter.,231,Main Course,Indian,Restaurant G,Mumbai,3.7,Non-Veg,17% off
Fish Curry,Fish cooked in coconut milk.,416,Main Course,Indian,Restaurant H,Mumbai,3.6,Non-Veg,15% off
Chicken Burger,Crispy chicken patty in a bun.,339,Snack,American,Restaurant A,Mumbai,3.6,Non-Veg,18% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,299,Snack,Indian,Restaurant H,Hyderabad,3.6,Non-Veg,16% off
Chicken Burger,Crispy chicken patty in a bun.,281,Snack,American,Restaurant C,Chennai,3.3,Non-Veg,19% off
Enchiladas,Corn tortillas rolled with filling and sauce.,169,Main Course,Mexican,Restaurant B,Bangalore,3.8,Non-Veg,21% off
Butter Naan,Soft bread with butter.,409,Main Course,Indian,Restaurant D,Delhi,3.3,Non-Veg,25% off
Nachos,Tortilla chips topped with melted cheese and salsa.,431,Snack,Mexican,Restaurant B,Mumbai,3.6,Non-Veg,10% off
Enchiladas,Corn tortillas rolled with filling and sauce.,489,Main Course,Mexican,Restaurant D,Bangalore,3.9,Non-Veg,9% off
Margarita,Refreshing lime and tequila cocktail.,366,Beverage,Mexican,Restaurant G,Chennai,3.7,Non-Veg,19% off
Samosa,Crispy fried pastry filled with spiced potatoes.,214,Snack,Indian,Restaurant D,Mumbai,3.6,Non-Veg,28% off
Cheeseburger,Juicy beef patty with melted cheese.,261,Main Course,American,Restaurant E,Hyderabad,3.6,Non-Veg,11% off
Chicken Biryani,Spicy and flavorful.,332,Main Course,Indian,Restaurant I,Mumbai,3.3,Non-Veg,28% off
Veg Biryani,Made with aromatic basmati rice.,280,Main Course,Indian,Restaurant J,Chennai,3.9,Veg,14% off
Mac and Cheese,Creamy macaroni and cheese dish.,351,Main Course,American,Restaurant D,Chennai,3.9,Non-Veg,15% off
Fajitas,Grilled meat and vegetables served on tortillas.,452,Main Course,Mexican,Restaurant H,Bangalore,3.3,Non-Veg,13% off
Hot Dog,Sausage served in a sliced bun.,299,Snack,American,Restaurant F,Chennai,3.4,Non-Veg,11% off
Fish Curry,Fish cooked in coconut milk.,357,Main Course,Indian,Restaurant D,Hyderabad,3.6,Non-Veg,23% off
Samosa,Crispy fried pastry filled with spiced potatoes.,350,Snack,Indian,Restaurant H,Hyderabad,4.8,Non-Veg,23% off
Mexican Rice,Rice cooked with tomatoes and spices.,361,Main Course,Mexican,Restaurant A,Bangalore,4.8,Non-Veg,27% off
Quesadilla,Grilled tortilla with melted cheese filling.,319,Snack,Mexican,Restaurant G,Delhi,3.3,Non-Veg,10% off
Chicken Biryani,Spicy and flavorful.,207,Main Course,Indian,Restaurant F,Mumbai,3.8,Non-Veg,5% off
Margarita,Refreshing lime and tequila cocktail.,179,Beverage,Mexican,Restaurant C,Delhi,3.4,Non-Veg,21% off
Pancakes,Fluffy breakfast pancakes with syrup.,216,Dessert,American,Restaurant I,Delhi,3.4,Non-Veg,16% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",280,Main Course,Mexican,Restaurant F,Delhi,3.9,Non-Veg,26% off
Veg Biryani,Made with aromatic basmati rice.,483,Main Course,Indian,Restaurant E,Chennai,3.9,Veg,18% off
Paneer Tikka,Grilled paneer with Indian spices.,272,Snack,Indian,Restaurant A,Hyderabad,3.7,Veg,9% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,186,Snack,Indian,Restaurant H,Hyderabad,3.4,Non-Veg,26% off
Fajitas,Grilled meat and vegetables served on tortillas.,475,Main Course,Mexican,Restaurant A,Chennai,3.8,Non-Veg,11% off
Tacos,Corn tortilla filled with meat and veggies.,367,Snack,Mexican,Restaurant B,Chennai,3.6,Non-Veg,23% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,454,Snack,Indian,Restaurant A,Mumbai,3.9,Non-Veg,29% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",488,Main Course,Mexican,Restaurant A,Chennai,3.8,Non-Veg,24% off
Churros,Fried dough pastry dusted with sugar.,466,Dessert,Mexican,Restaurant D,Mumbai,3.9,Non-Veg,28% off
Paneer Tikka,Grilled paneer with Indian spices.,406,Snack,Indian,Restaurant E,Delhi,3.3,Veg,14% off
Enchiladas,Corn tortillas rolled with filling and sauce.,267,Main Course,Mexican,Restaurant C,Hyderabad,3.3,Non-Veg,10% off
Hot Dog,Sausage served in a sliced bun.,443,Snack,American,Restaurant E,Mumbai,3.9,Non-Veg,6% off
Lassi,Sweet yogurt-based drink.,123,Beverage,Indian,Restaurant E,Hyderabad,3.3,Non-Veg,10% off
Hot Dog,Sausage served in a sliced bun.,334,Snack,American,Restaurant F,Hyderabad,3.6,Non-Veg,26% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,350,Beverage,American,Restaurant B,Chennai,3.4,Non-Veg,6% off
Chicken Burger,Crispy chicken patty in a bun.,203,Snack,American,Restaurant J,Mumbai,3.7,Non-Veg,7% off
Churros,Fried dough pastry dusted with sugar.,266,Dessert,Mexican,Restaurant F,Delhi,3.9,Non-Veg,9% off
Chocolate Shake,Rich and creamy chocolate drink.,458,Beverage,American,Restaurant I,Bangalore,3.7,Non-Veg,23% off
Veg Biryani,Made with aromatic basmati rice.,384,Main Course,Indian,Restaurant B,Mumbai,3.9,Veg,21% off
Veg Biryani,Made with aromatic basmati rice.,424,Main Course,Indian,Restaurant G,Bangalore,3.3,Veg,6% off
Butter Naan,Soft bread with butter.,116,Main Course,Indian,Restaurant B,Chennai,3.9,Non-Veg,11% off
Cheeseburger,Juicy beef patty with melted cheese.,154,Main Course,American,Restaurant A,Hyderabad,3.6,Non-Veg,14% off
Churros,Fried dough pastry dusted with sugar.,490,Dessert,Mexican,Restaurant A,Mumbai,3.9,Non-Veg,22% off
Chicken Burger,Crispy chicken patty in a bun.,317,Snack,American,Restaurant I,Bangalore,3.4,Non-Veg,29% off
Mac and Cheese,Creamy macaroni and cheese dish.,258,Main Course,American,Restaurant A,Chennai,3.8,Non-Veg,10% off
Chicken Burger,Crispy chicken patty in a bun.,242,Snack,American,Restaurant D,Delhi,3.6,Non-Veg,9% off
Butter Naan,Soft bread with butter.,236,Main Course,Indian,Restaurant G,Chennai,3.4,Non-Veg,11% off
Enchiladas,Corn tortillas rolled with filling and sauce.,237,Main Course,Mexican,Restaurant F,Mumbai,3.9,Non-Veg,28% off
Lassi,Sweet yogurt-based drink.,478,Beverage,Indian,Restaurant B,Bangalore,4.8,Non-Veg,21% off
Samosa,Crispy fried pastry filled with spiced potatoes.,390,Snack,Indian,Restaurant F,Hyderabad,3.9,Non-Veg,5% off
Chicken Burger,Crispy chicken patty in a bun.,389,Snack,American,Restaurant A,Delhi,3.6,Non-Veg,28% off
Paneer Tikka,Grilled paneer with Indian spices.,390,Snack,Indian,Restaurant C,Delhi,3.4,Veg,16% off
Margarita,Refreshing lime and tequila cocktail.,241,Beverage,Mexican,Restaurant A,Chennai,3.9,Non-Veg,13% off
Quesadilla,Grilled tortilla with melted cheese filling.,362,Snack,Mexican,Restaurant E,Delhi,3.9,Non-Veg,27% off
Mac and Cheese,Creamy macaroni and cheese dish.,290,Main Course,American,Restaurant I,Chennai,3.4,Non-Veg,5% off
Masala Dosa,South Indian rice pancake with masala.,325,Snack,Indian,Restaurant G,Delhi,4.8,Non-Veg,14% off
Chicken Burger,Crispy chicken patty in a bun.,160,Snack,American,Restaurant J,Mumbai,3.3,Non-Veg,10% off
Mac and Cheese,Creamy macaroni and cheese dish.,212,Main Course,American,Restaurant E,Delhi,3.8,Non-Veg,21% off
Churros,Fried dough pastry dusted with sugar.,116,Dessert,Mexican,Restaurant H,Bangalore,3.3,Non-Veg,13% off
Dal Tadka,Yellow lentils tempered with spices.,218,Main Course,Indian,Restaurant H,Chennai,3.9,Non-Veg,19% off
Guacamole,Mashed avocado dip with lime and salt.,132,Snack,Mexican,Restaurant B,Delhi,3.6,Non-Veg,6% off
Dal Tadka,Yellow lentils tempered with spices.,386,Main Course,Indian,Restaurant F,Mumbai,3.3,Non-Veg,9% off
Chicken Biryani,Spicy and flavorful.,437,Main Course,Indian,Restaurant A,Hyderabad,4.8,Non-Veg,13% off
Cheeseburger,Juicy beef patty with melted cheese.,423,Main Course,American,Restaurant E,Mumbai,3.9,Non-Veg,16% off
Enchiladas,Corn tortillas rolled with filling and sauce.,376,Main Course,Mexican,Restaurant E,Hyderabad,3.8,Non-Veg,7% off
Masala Dosa,South Indian rice pancake with masala.,458,Snack,Indian,Restaurant I,Hyderabad,3.9,Non-Veg,26% off
Guacamole,Mashed avocado dip with lime and salt.,273,Snack,Mexican,Restaurant C,Chennai,3.8,Non-Veg,22% off
Churros,Fried dough pastry dusted with sugar.,245,Dessert,Mexican,Restaurant F,Bangalore,3.6,Non-Veg,17% off
Masala Dosa,South Indian rice pancake with masala.,252,Snack,Indian,Restaurant F,Bangalore,3.8,Non-Veg,28% off
Milkshake,Thick and creamy milk-based drink.,458,Beverage,American,Restaurant I,Delhi,3.4,Non-Veg,8% off
Cheeseburger,Juicy beef patty with melted cheese.,336,Main Course,American,Restaurant B,Bangalore,3.3,Non-Veg,17% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,386,Beverage,American,Restaurant J,Delhi,3.6,Non-Veg,28% off
Churros,Fried dough pastry dusted with sugar.,151,Dessert,Mexican,Restaurant G,Bangalore,3.6,Non-Veg,11% off
Enchiladas,Corn tortillas rolled with filling and sauce.,288,Main Course,Mexican,Restaurant F,Delhi,3.9,Non-Veg,23% off
Quesadilla,Grilled tortilla with melted cheese filling.,308,Snack,Mexican,Restaurant E,Chennai,3.6,Non-Veg,21% off
Apple Pie,Classic American dessert with spiced apples.,441,Dessert,American,Restaurant C,Chennai,3.7,Non-Veg,29% off
Pancakes,Fluffy breakfast pancakes with syrup.,131,Dessert,American,Restaurant A,Mumbai,3.9,Non-Veg,16% off
French Fries,"Golden, crispy fried potatoes.",308,Snack,American,Restaurant I,Mumbai,3.8,Non-Veg,19% off
Milkshake,Thick and creamy milk-based drink.,423,Beverage,American,Restaurant I,Chennai,3.9,Non-Veg,27% off
Chicken Biryani,Spicy and flavorful.,275,Main Course,Indian,Restaurant J,Chennai,3.9,Non-Veg,28% off
Nachos,Tortilla chips topped with melted cheese and salsa.,329,Snack,Mexican,Restaurant B,Delhi,3.6,Non-Veg,6% off
Veg Biryani,Made with aromatic basmati rice.,183,Main Course,Indian,Restaurant C,Bangalore,3.4,Veg,24% off
Chocolate Shake,Rich and creamy chocolate drink.,275,Beverage,American,Restaurant B,Delhi,3.6,Non-Veg,22% off
Lassi,Sweet yogurt-based drink.,113,Beverage,Indian,Restaurant B,Chennai,3.7,Non-Veg,6% off
Quesadilla,Grilled tortilla with melted cheese filling.,198,Snack,Mexican,Restaurant F,Hyderabad,3.4,Non-Veg,30% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,266,Beverage,American,Restaurant E,Chennai,4.8,Non-Veg,19% off
Quesadilla,Grilled tortilla with melted cheese filling.,428,Snack,Mexican,Restaurant J,Mumbai,3.9,Non-Veg,22% off
Churros,Fried dough pastry dusted with sugar.,407,Dessert,Mexican,Restaurant A,Delhi,3.3,Non-Veg,28% off
Milkshake,Thick and creamy milk-based drink.,228,Beverage,American,Restaurant B,Delhi,3.9,Non-Veg,17% off
Apple Pie,Classic American dessert with spiced apples.,488,Dessert,American,Restaurant A,Chennai,3.3,Non-Veg,22% off
Nachos,Tortilla chips topped with melted cheese and salsa.,318,Snack,Mexican,Restaurant F,Delhi,3.9,Non-Veg,16% off
Mac and Cheese,Creamy macaroni and cheese dish.,355,Main Course,American,Restaurant H,Chennai,3.6,Non-Veg,16% off
Cheeseburger,Juicy beef patty with melted cheese.,345,Main Course,American,Restaurant H,Bangalore,3.3,Non-Veg,7% off
Hot Dog,Sausage served in a sliced bun.,158,Snack,American,Restaurant I,Chennai,3.4,Non-Veg,27% off
Hot Dog,Sausage served in a sliced bun.,156,Snack,American,Restaurant C,Mumbai,3.9,Non-Veg,16% off
Nachos,Tortilla chips topped with melted cheese and salsa.,335,Snack,Mexican,Restaurant A,Delhi,3.4,Non-Veg,6% off
Chicken Biryani,Spicy and flavorful.,380,Main Course,Indian,Restaurant I,Delhi,3.6,Non-Veg,19% off
Mexican Rice,Rice cooked with tomatoes and spices.,363,Main Course,Mexican,Restaurant G,Delhi,3.9,Non-Veg,8% off
Apple Pie,Classic American dessert with spiced apples.,238,Dessert,American,Restaurant C,Chennai,3.9,Non-Veg,23% off
Hot Dog,Sausage served in a sliced bun.,413,Snack,American,Restaurant C,Chennai,3.9,Non-Veg,11% off
Mexican Rice,Rice cooked with tomatoes and spices.,469,Main Course,Mexican,Restaurant D,Bangalore,3.9,Non-Veg,28% off
Mexican Rice,Rice cooked with tomatoes and spices.,486,Main Course,Mexican,Restaurant E,Hyderabad,3.8,Non-Veg,27% off
Nachos,Tortilla chips topped with melted cheese and salsa.,244,Snack,Mexican,Restaurant G,Chennai,4.8,Non-Veg,30% off
Chicken Burger,Crispy chicken patty in a bun.,353,Snack,American,Restaurant H,Mumbai,3.9,Non-Veg,8% off
Veg Biryani,Made with aromatic basmati rice.,177,Main Course,Indian,Restaurant E,Delhi,3.8,Veg,10% off
Pancakes,Fluffy breakfast pancakes with syrup.,213,Dessert,American,Restaurant F,Bangalore,4.8,Non-Veg,16% off
Samosa,Crispy fried pastry filled with spiced potatoes.,218,Snack,Indian,Restaurant G,Bangalore,3.6,Non-Veg,16% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,337,Snack,Indian,Restaurant D,Chennai,3.6,Non-Veg,10% off
Chicken Burger,Crispy chicken patty in a bun.,258,Snack,American,Restaurant F,Delhi,3.3,Non-Veg,17% off
Fish Curry,Fish cooked in coconut milk.,240,Main Course,Indian,Restaurant I,Bangalore,3.4,Non-Veg,27% off
Mexican Rice,Rice cooked with tomatoes and spices.,430,Main Course,Mexican,Restaurant D,Bangalore,3.6,Non-Veg,24% off
Dal Tadka,Yellow lentils tempered with spices.,345,Main Course,Indian,Restaurant F,Bangalore,3.3,Non-Veg,7% off
Paneer Tikka,Grilled paneer with Indian spices.,317,Snack,Indian,Restaurant A,Hyderabad,3.9,Veg,6% off
Veg Biryani,Made with aromatic basmati rice.,428,Main Course,Indian,Restaurant J,Mumbai,3.9,Veg,28% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,296,Snack,Indian,Restaurant F,Delhi,3.7,Non-Veg,14% off
Apple Pie,Classic American dessert with spiced apples.,201,Dessert,American,Restaurant D,Mumbai,3.7,Non-Veg,27% off
Enchiladas,Corn tortillas rolled with filling and sauce.,408,Main Course,Mexican,Restaurant A,Bangalore,3.9,Non-Veg,25% off
Samosa,Crispy fried pastry filled with spiced potatoes.,401,Snack,Indian,Restaurant J,Delhi,3.3,Non-Veg,20% off
Enchiladas,Corn tortillas rolled with filling and sauce.,136,Main Course,Mexican,Restaurant G,Bangalore,3.9,Non-Veg,19% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",457,Main Course,Mexican,Restaurant C,Delhi,3.9,Non-Veg,5% off
Masala Dosa,South Indian rice pancake with masala.,350,Snack,Indian,Restaurant J,Chennai,3.6,Non-Veg,27% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",235,Main Course,Mexican,Restaurant G,Delhi,3.6,Non-Veg,16% off
Chicken Burger,Crispy chicken patty in a bun.,236,Snack,American,Restaurant E,Bangalore,3.8,Non-Veg,10% off
Fish Curry,Fish cooked in coconut milk.,177,Main Course,Indian,Restaurant A,Delhi,3.3,Non-Veg,22% off
Paneer Tikka,Grilled paneer with Indian spices.,493,Snack,Indian,Restaurant C,Hyderabad,3.7,Veg,7% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,493,Beverage,American,Restaurant A,Delhi,4.8,Non-Veg,9% off
